index,prompt,has_numeral,is_frequent,entities,prompt_type,dataset_id
408,6 pistachios.,0,0,pistachio:6,numeric_simple,geckonum_00408
409,6 okras.,0,0,okra:6,numeric_simple,geckonum_00409
410,7 trees.,0,1,tree:7,numeric_simple,geckonum_00410
411,7 leaves.,0,1,leaf:7,numeric_simple,geckonum_00411
412,7 flowers.,0,1,flower:7,numeric_simple,geckonum_00412
413,7 coconuts.,0,1,coconut:7,numeric_simple,geckonum_00413
414,7 olives.,0,1,olive:7,numeric_simple,geckonum_00414
415,7 mushrooms.,0,0,mushroom:7,numeric_simple,geckonum_00415
416,7 durians.,0,0,durian:7,numeric_simple,geckonum_00416
417,7 bonsais.,0,0,bonsai:7,numeric_simple,geckonum_00417
418,7 pistachios.,0,0,pistachio:7,numeric_simple,geckonum_00418
419,7 okras.,0,0,okra:7,numeric_simple,geckonum_00419
420,8 trees.,0,1,tree:8,numeric_simple,geckonum_00420
421,8 leaves.,0,1,leaf:8,numeric_simple,geckonum_00421
422,8 flowers.,0,1,flower:8,numeric_simple,geckonum_00422
423,8 coconuts.,0,1,coconut:8,numeric_simple,geckonum_00423
424,8 olives.,0,1,olive:8,numeric_simple,geckonum_00424
425,8 mushrooms.,0,0,mushroom:8,numeric_simple,geckonum_00425
426,8 durians.,0,0,durian:8,numeric_simple,geckonum_00426
427,8 bonsais.,0,0,bonsai:8,numeric_simple,geckonum_00427
428,8 pistachios.,0,0,pistachio:8,numeric_simple,geckonum_00428
429,8 okras.,0,0,okra:8,numeric_simple,geckonum_00429
430,9 trees.,0,1,tree:9,numeric_simple,geckonum_00430
431,9 leaves.,0,1,leaf:9,numeric_simple,geckonum_00431
432,9 flowers.,0,1,flower:9,numeric_simple,geckonum_00432
433,9 coconuts.,0,1,coconut:9,numeric_simple,geckonum_00433
434,9 olives.,0,1,olive:9,numeric_simple,geckonum_00434
435,9 mushrooms.,0,0,mushroom:9,numeric_simple,geckonum_00435
436,9 durians.,0,0,durian:9,numeric_simple,geckonum_00436
437,9 bonsais.,0,0,bonsai:9,numeric_simple,geckonum_00437
438,9 pistachios.,0,0,pistachio:9,numeric_simple,geckonum_00438
439,9 okras.,0,0,okra:9,numeric_simple,geckonum_00439
440,10 trees.,0,1,tree:10,numeric_simple,geckonum_00440
441,10 leaves.,0,1,leaf:10,numeric_simple,geckonum_00441
442,10 flowers.,0,1,flower:10,numeric_simple,geckonum_00442
443,10 coconuts.,0,1,coconut:10,numeric_simple,geckonum_00443
444,10 olives.,0,1,olive:10,numeric_simple,geckonum_00444
445,10 mushrooms.,0,0,mushroom:10,numeric_simple,geckonum_00445
446,10 durians.,0,0,durian:10,numeric_simple,geckonum_00446
447,10 bonsais.,0,0,bonsai:10,numeric_simple,geckonum_00447
448,10 pistachios.,0,0,pistachio:10,numeric_simple,geckonum_00448
449,10 okras.,0,0,okra:10,numeric_simple,geckonum_00449
450,1 table.,0,1,table:1,numeric_simple,geckonum_00450
451,1 book.,0,1,book:1,numeric_simple,geckonum_00451
452,1 bottle.,0,1,bottle:1,numeric_simple,geckonum_00452
453,1 spoon.,0,1,spoon:1,numeric_simple,geckonum_00453
454,1 pencil.,0,1,pencil:1,numeric_simple,geckonum_00454
455,1 crib.,0,0,crib:1,numeric_simple,geckonum_00455
456,1 paperclip.,0,0,paperclip:1,numeric_simple,geckonum_00456
457,1 flute.,0,0,flute:1,numeric_simple,geckonum_00457
458,1 trowel.,0,0,trowel:1,numeric_simple,geckonum_00458
459,1 corkscrew.,0,0,corkscrew:1,numeric_simple,geckonum_00459
460,One table.,1,1,table:1,numeric_simple,geckonum_00460
461,One book.,1,1,book:1,numeric_simple,geckonum_00461
462,One bottle.,1,1,bottle:1,numeric_simple,geckonum_00462
463,One spoon.,1,1,spoon:1,numeric_simple,geckonum_00463
464,One pencil.,1,1,pencil:1,numeric_simple,geckonum_00464
465,One crib.,1,0,crib:1,numeric_simple,geckonum_00465
466,One paperclip.,1,0,paperclip:1,numeric_simple,geckonum_00466
467,One flute.,1,0,flute:1,numeric_simple,geckonum_00467
468,One trowel.,1,0,trowel:1,numeric_simple,geckonum_00468
469,One corkscrew.,1,0,corkscrew:1,numeric_simple,geckonum_00469
470,2 tables.,0,1,table:2,numeric_simple,geckonum_00470
471,2 books.,0,1,book:2,numeric_simple,geckonum_00471
472,2 bottles.,0,1,bottle:2,numeric_simple,geckonum_00472
473,2 spoons.,0,1,spoon:2,numeric_simple,geckonum_00473
474,2 pencils.,0,1,pencil:2,numeric_simple,geckonum_00474
475,2 cribs.,0,0,crib:2,numeric_simple,geckonum_00475
476,2 paperclips.,0,0,paperclip:2,numeric_simple,geckonum_00476
477,2 flutes.,0,0,flute:2,numeric_simple,geckonum_00477
478,2 trowels.,0,0,trowel:2,numeric_simple,geckonum_00478
479,2 corkscrews.,0,0,corkscrew:2,numeric_simple,geckonum_00479
480,Two tables.,1,1,table:2,numeric_simple,geckonum_00480
481,Two books.,1,1,book:2,numeric_simple,geckonum_00481
482,Two bottles.,1,1,bottle:2,numeric_simple,geckonum_00482
483,Two spoons.,1,1,spoon:2,numeric_simple,geckonum_00483
484,Two pencils.,1,1,pencil:2,numeric_simple,geckonum_00484
485,Two cribs.,1,0,crib:2,numeric_simple,geckonum_00485
486,Two paperclips.,1,0,paperclip:2,numeric_simple,geckonum_00486
487,Two flutes.,1,0,flute:2,numeric_simple,geckonum_00487
488,Two trowels.,1,0,trowel:2,numeric_simple,geckonum_00488
489,Two corkscrews.,1,0,corkscrew:2,numeric_simple,geckonum_00489
490,3 tables.,0,1,table:3,numeric_simple,geckonum_00490
491,3 books.,0,1,book:3,numeric_simple,geckonum_00491
492,3 bottles.,0,1,bottle:3,numeric_simple,geckonum_00492
493,3 spoons.,0,1,spoon:3,numeric_simple,geckonum_00493
494,3 pencils.,0,1,pencil:3,numeric_simple,geckonum_00494
495,3 cribs.,0,0,crib:3,numeric_simple,geckonum_00495
496,3 paperclips.,0,0,paperclip:3,numeric_simple,geckonum_00496
497,3 flutes.,0,0,flute:3,numeric_simple,geckonum_00497
498,3 trowels.,0,0,trowel:3,numeric_simple,geckonum_00498
499,3 corkscrews.,0,0,corkscrew:3,numeric_simple,geckonum_00499
500,Three tables.,1,1,table:3,numeric_simple,geckonum_00500
501,Three books.,1,1,book:3,numeric_simple,geckonum_00501
502,Three bottles.,1,1,bottle:3,numeric_simple,geckonum_00502
503,Three spoons.,1,1,spoon:3,numeric_simple,geckonum_00503
504,Three pencils.,1,1,pencil:3,numeric_simple,geckonum_00504
505,Three cribs.,1,0,crib:3,numeric_simple,geckonum_00505
506,Three paperclips.,1,0,paperclip:3,numeric_simple,geckonum_00506
507,Three flutes.,1,0,flute:3,numeric_simple,geckonum_00507
508,Three trowels.,1,0,trowel:3,numeric_simple,geckonum_00508
509,Three corkscrews.,1,0,corkscrew:3,numeric_simple,geckonum_00509
510,4 tables.,0,1,table:4,numeric_simple,geckonum_00510
511,4 books.,0,1,book:4,numeric_simple,geckonum_00511
512,4 bottles.,0,1,bottle:4,numeric_simple,geckonum_00512
513,4 spoons.,0,1,spoon:4,numeric_simple,geckonum_00513
514,4 pencils.,0,1,pencil:4,numeric_simple,geckonum_00514
515,4 cribs.,0,0,crib:4,numeric_simple,geckonum_00515
516,4 paperclips.,0,0,paperclip:4,numeric_simple,geckonum_00516
517,4 flutes.,0,0,flute:4,numeric_simple,geckonum_00517
518,4 trowels.,0,0,trowel:4,numeric_simple,geckonum_00518
519,4 corkscrews.,0,0,corkscrew:4,numeric_simple,geckonum_00519
520,Four tables.,1,1,table:4,numeric_simple,geckonum_00520
521,Four books.,1,1,book:4,numeric_simple,geckonum_00521
522,Four bottles.,1,1,bottle:4,numeric_simple,geckonum_00522
523,Four spoons.,1,1,spoon:4,numeric_simple,geckonum_00523
524,Four pencils.,1,1,pencil:4,numeric_simple,geckonum_00524
525,Four cribs.,1,0,crib:4,numeric_simple,geckonum_00525
526,Four paperclips.,1,0,paperclip:4,numeric_simple,geckonum_00526
527,Four flutes.,1,0,flute:4,numeric_simple,geckonum_00527
528,Four trowels.,1,0,trowel:4,numeric_simple,geckonum_00528
529,Four corkscrews.,1,0,corkscrew:4,numeric_simple,geckonum_00529
530,5 tables.,0,1,table:5,numeric_simple,geckonum_00530
531,5 books.,0,1,book:5,numeric_simple,geckonum_00531
532,5 bottles.,0,1,bottle:5,numeric_simple,geckonum_00532
533,5 spoons.,0,1,spoon:5,numeric_simple,geckonum_00533
534,5 pencils.,0,1,pencil:5,numeric_simple,geckonum_00534
535,5 cribs.,0,0,crib:5,numeric_simple,geckonum_00535
536,5 paperclips.,0,0,paperclip:5,numeric_simple,geckonum_00536
537,5 flutes.,0,0,flute:5,numeric_simple,geckonum_00537
538,5 trowels.,0,0,trowel:5,numeric_simple,geckonum_00538
539,5 corkscrews.,0,0,corkscrew:5,numeric_simple,geckonum_00539
540,Five tables.,1,1,table:5,numeric_simple,geckonum_00540
541,Five books.,1,1,book:5,numeric_simple,geckonum_00541
542,Five bottles.,1,1,bottle:5,numeric_simple,geckonum_00542
543,Five spoons.,1,1,spoon:5,numeric_simple,geckonum_00543
544,Five pencils.,1,1,pencil:5,numeric_simple,geckonum_00544
545,Five cribs.,1,0,crib:5,numeric_simple,geckonum_00545
546,Five paperclips.,1,0,paperclip:5,numeric_simple,geckonum_00546
547,Five flutes.,1,0,flute:5,numeric_simple,geckonum_00547
548,Five trowels.,1,0,trowel:5,numeric_simple,geckonum_00548
549,Five corkscrews.,1,0,corkscrew:5,numeric_simple,geckonum_00549
550,6 tables.,0,1,table:6,numeric_simple,geckonum_00550
551,6 books.,0,1,book:6,numeric_simple,geckonum_00551
552,6 bottles.,0,1,bottle:6,numeric_simple,geckonum_00552
553,6 spoons.,0,1,spoon:6,numeric_simple,geckonum_00553
554,6 pencils.,0,1,pencil:6,numeric_simple,geckonum_00554
555,6 cribs.,0,0,crib:6,numeric_simple,geckonum_00555
556,6 paperclips.,0,0,paperclip:6,numeric_simple,geckonum_00556
557,6 flutes.,0,0,flute:6,numeric_simple,geckonum_00557
558,6 trowels.,0,0,trowel:6,numeric_simple,geckonum_00558
559,6 corkscrews.,0,0,corkscrew:6,numeric_simple,geckonum_00559
560,7 tables.,0,1,table:7,numeric_simple,geckonum_00560
561,7 books.,0,1,book:7,numeric_simple,geckonum_00561
562,7 bottles.,0,1,bottle:7,numeric_simple,geckonum_00562
563,7 spoons.,0,1,spoon:7,numeric_simple,geckonum_00563
564,7 pencils.,0,1,pencil:7,numeric_simple,geckonum_00564
565,7 cribs.,0,0,crib:7,numeric_simple,geckonum_00565
566,7 paperclips.,0,0,paperclip:7,numeric_simple,geckonum_00566
567,7 flutes.,0,0,flute:7,numeric_simple,geckonum_00567
568,7 trowels.,0,0,trowel:7,numeric_simple,geckonum_00568
569,7 corkscrews.,0,0,corkscrew:7,numeric_simple,geckonum_00569
570,8 tables.,0,1,table:8,numeric_simple,geckonum_00570
571,8 books.,0,1,book:8,numeric_simple,geckonum_00571
572,8 bottles.,0,1,bottle:8,numeric_simple,geckonum_00572
573,8 spoons.,0,1,spoon:8,numeric_simple,geckonum_00573
574,8 pencils.,0,1,pencil:8,numeric_simple,geckonum_00574
575,8 cribs.,0,0,crib:8,numeric_simple,geckonum_00575
576,8 paperclips.,0,0,paperclip:8,numeric_simple,geckonum_00576
577,8 flutes.,0,0,flute:8,numeric_simple,geckonum_00577
578,8 trowels.,0,0,trowel:8,numeric_simple,geckonum_00578
579,8 corkscrews.,0,0,corkscrew:8,numeric_simple,geckonum_00579
580,9 tables.,0,1,table:9,numeric_simple,geckonum_00580
581,9 books.,0,1,book:9,numeric_simple,geckonum_00581
582,9 bottles.,0,1,bottle:9,numeric_simple,geckonum_00582
583,9 spoons.,0,1,spoon:9,numeric_simple,geckonum_00583
584,9 pencils.,0,1,pencil:9,numeric_simple,geckonum_00584
585,9 cribs.,0,0,crib:9,numeric_simple,geckonum_00585
586,9 paperclips.,0,0,paperclip:9,numeric_simple,geckonum_00586
587,9 flutes.,0,0,flute:9,numeric_simple,geckonum_00587
588,9 trowels.,0,0,trowel:9,numeric_simple,geckonum_00588
589,9 corkscrews.,0,0,corkscrew:9,numeric_simple,geckonum_00589
590,10 tables.,0,1,table:10,numeric_simple,geckonum_00590
591,10 books.,0,1,book:10,numeric_simple,geckonum_00591
592,10 bottles.,0,1,bottle:10,numeric_simple,geckonum_00592
593,10 spoons.,0,1,spoon:10,numeric_simple,geckonum_00593
594,10 pencils.,0,1,pencil:10,numeric_simple,geckonum_00594
595,10 cribs.,0,0,crib:10,numeric_simple,geckonum_00595
596,10 paperclips.,0,0,paperclip:10,numeric_simple,geckonum_00596
597,10 flutes.,0,0,flute:10,numeric_simple,geckonum_00597
598,10 trowels.,0,0,trowel:10,numeric_simple,geckonum_00598
599,10 corkscrews.,0,0,corkscrew:10,numeric_simple,geckonum_00599
600,2 parsnips and three pizzas.,1,-1,"parsnip:2,pizza:3",2-additive,geckonum_00600
601,5 cribs and four flowers.,1,-1,"crib:5,flower:4",2-additive,geckonum_00601
602,1 cookie and five bottles.,1,-1,"cookie:1,bottle:5",2-additive,geckonum_00602
603,Five pistachios and 3 mushrooms.,1,-1,"pistachio:5,mushroom:3",2-additive,geckonum_00603
604,Four lychees and two koalas.,1,-1,"lychee:4,koala:2",2-additive,geckonum_00604
605,4 cinnamon sticks and 3 durians.,0,-1,"cinnamon stick:4,durian:3",2-additive,geckonum_00605
606,2 axolotls and three pencils.,1,-1,"axolotl:2,pencil:3",2-additive,geckonum_00606
607,1 crib and one cat.,1,-1,"crib:1,cat:1",2-additive,geckonum_00607
608,One crib and five tables.,1,-1,"crib:1,table:5",2-additive,geckonum_00608
609,One bottle and two axolotls.,1,-1,"bottle:1,axolotl:2",2-additive,geckonum_00609
610,Four burgers and one manatee.,1,-1,"burger:4,manatee:1",2-additive,geckonum_00610
611,2 tables and 4 coconuts.,0,-1,"table:2,coconut:4",2-additive,geckonum_00611
612,Five corkscrews and 3 eggs.,1,-1,"corkscrew:5,egg:3",2-additive,geckonum_00612
613,Four tables and 3 burgers.,1,-1,"table:4,burger:3",2-additive,geckonum_00613
614,Five fish and three spoons.,1,-1,"fish:5,spoon:3",2-additive,geckonum_00614
615,2 books and 5 bonsais.,0,-1,"book:2,bonsai:5",2-additive,geckonum_00615
616,One olive and 3 books.,1,-1,"olive:1,book:3",2-additive,geckonum_00616
617,Three dogs and three burgers.,1,-1,"dog:3,burger:3",2-additive,geckonum_00617
618,5 lychees and 4 cats.,0,-1,"lychee:5,cat:4",2-additive,geckonum_00618
619,5 cinnamon sticks and 2 pizzas.,0,-1,"cinnamon stick:5,pizza:2",2-additive,geckonum_00619
620,3 cinnamon sticks and one spoon.,1,-1,"cinnamon stick:3,spoon:1",2-additive,geckonum_00620
621,Three kangaroos and 3 books.,1,-1,"kangaroo:3,book:3",2-additive,geckonum_00621
622,1 pencil and four cinnamon sticks.,1,-1,"pencil:1,cinnamon stick:4",2-additive,geckonum_00622
623,4 cinnamon sticks and 2 cribs.,0,-1,"cinnamon stick:4,crib:2",2-additive,geckonum_00623
624,Four trees and three ants.,1,-1,"tree:4,ant:3",2-additive,geckonum_00624
625,1 apple and 4 coconuts.,0,-1,"apple:1,coconut:4",2-additive,geckonum_00625
626,Three cats and three manatees.,1,-1,"cat:3,manatee:3",2-additive,geckonum_00626
627,1 samosa and 1 fly.,0,-1,"samosa:1,fly:1",2-additive,geckonum_00627
628,1 burger and five lychees.,1,-1,"burger:1,lychee:5",2-additive,geckonum_00628
629,4 leaves and 4 pencils.,0,-1,"leaf:4,pencil:4",2-additive,geckonum_00629
630,Four books and 3 corkscrews.,1,-1,"book:4,corkscrew:3",2-additive,geckonum_00630
631,3 seahorses and three pencils.,1,-1,"seahorse:3,pencil:3",2-additive,geckonum_00631
632,One table and 1 flute.,1,-1,"table:1,flute:1",2-additive,geckonum_00632
633,3 cookies and 4 pistachios.,0,-1,"cookie:3,pistachio:4",2-additive,geckonum_00633
634,4 corkscrews and 2 cookies.,0,-1,"corkscrew:4,cookie:2",2-additive,geckonum_00634
635,1 lychee and three samosas.,1,-1,"lychee:1,samosa:3",2-additive,geckonum_00635
636,3 parsnips and 3 pizzas.,0,-1,"parsnip:3,pizza:3",2-additive,geckonum_00636
637,One cinnamon stick and one trowel.,1,-1,"cinnamon stick:1,trowel:1",2-additive,geckonum_00637
638,Four olives and five fish.,1,-1,"olive:4,fish:5",2-additive,geckonum_00638
639,Three kangaroos and 3 cribs.,1,-1,"kangaroo:3,crib:3",2-additive,geckonum_00639
640,2 pistachios and one parsnip.,1,-1,"pistachio:2,parsnip:1",2-additive,geckonum_00640
641,One flute and four pistachios.,1,-1,"flute:1,pistachio:4",2-additive,geckonum_00641
642,2 parsnips and five bottles.,1,-1,"parsnip:2,bottle:5",2-additive,geckonum_00642
643,Five cribs and 2 chocolates.,1,-1,"crib:5,chocolate:2",2-additive,geckonum_00643
644,Three kangaroos and 2 eggs.,1,-1,"kangaroo:3,egg:2",2-additive,geckonum_00644
645,1 dog and two pistachios.,1,-1,"dog:1,pistachio:2",2-additive,geckonum_00645
646,5 okras and five axolotls.,1,-1,"okra:5,axolotl:5",2-additive,geckonum_00646
647,2 lychees and one samosa.,1,-1,"lychee:2,samosa:1",2-additive,geckonum_00647
648,3 kangaroos and 5 koalas.,0,-1,"kangaroo:3,koala:5",2-additive,geckonum_00648
649,Two durians and four bottles.,1,-1,"durian:2,bottle:4",2-additive,geckonum_00649
650,5 pencils and four leaves.,1,-1,"pencil:5,leaf:4",2-additive,geckonum_00650
651,5 chocolates and five eggs.,1,-1,"chocolate:5,egg:5",2-additive,geckonum_00651
652,4 koalas and four bonsais.,1,-1,"koala:4,bonsai:4",2-additive,geckonum_00652
653,3 trowels and 3 durians.,0,-1,"trowel:3,durian:3",2-additive,geckonum_00653
654,Four axolotls and three cookies.,1,-1,"axolotl:4,cookie:3",2-additive,geckonum_00654
655,3 cookies and 5 axolotls.,0,-1,"cookie:3,axolotl:5",2-additive,geckonum_00655
656,5 pizzas and 5 olives.,0,-1,"pizza:5,olive:5",2-additive,geckonum_00656
657,One okra and 4 koalas.,1,-1,"okra:1,koala:4",2-additive,geckonum_00657
658,3 seahorses and five ants.,1,-1,"seahorse:3,ant:5",2-additive,geckonum_00658
659,Two bonsais and 1 coconut.,1,-1,"bonsai:2,coconut:1",2-additive,geckonum_00659
660,Five corkscrews and one bonsai.,1,-1,"corkscrew:5,bonsai:1",2-additive,geckonum_00660
661,3 tables and two koalas.,1,-1,"table:3,koala:2",2-additive,geckonum_00661
662,Five manatees and 5 pistachios.,1,-1,"manatee:5,pistachio:5",2-additive,geckonum_00662
663,Three coconuts and 2 leaves.,1,-1,"coconut:3,leaf:2",2-additive,geckonum_00663
664,Three paperclips and 2 cats.,1,-1,"paperclip:3,cat:2",2-additive,geckonum_00664
665,3 okras and 1 manatee.,0,-1,"okra:3,manatee:1",2-additive,geckonum_00665
666,3 mushrooms and 2 pencils.,0,-1,"mushroom:3,pencil:2",2-additive,geckonum_00666
667,Five manatees and 5 okras.,1,-1,"manatee:5,okra:5",2-additive,geckonum_00667
668,Four cinnamon sticks and 2 flowers.,1,-1,"cinnamon stick:4,flower:2",2-additive,geckonum_00668
669,Five spoons and 3 okras.,1,-1,"spoon:5,okra:3",2-additive,geckonum_00669
670,3 parsnips and five axolotls.,1,-1,"parsnip:3,axolotl:5",2-additive,geckonum_00670
671,Three durians and 2 pencils.,1,-1,"durian:3,pencil:2",2-additive,geckonum_00671
672,1 ant and one axolotl.,1,-1,"ant:1,axolotl:1",2-additive,geckonum_00672
673,Four okras and two cribs.,1,-1,"okra:4,crib:2",2-additive,geckonum_00673
674,3 durians and three bonsais.,1,-1,"durian:3,bonsai:3",2-additive,geckonum_00674
675,5 spoons and three cinnamon sticks.,1,-1,"spoon:5,cinnamon stick:3",2-additive,geckonum_00675
676,Two corkscrews and three eggs.,1,-1,"corkscrew:2,egg:3",2-additive,geckonum_00676
677,Five cribs and four samosas.,1,-1,"crib:5,samosa:4",2-additive,geckonum_00677
678,4 burgers and four corkscrews.,1,-1,"burger:4,corkscrew:4",2-additive,geckonum_00678
679,Two cats and four chocolates.,1,-1,"cat:2,chocolate:4",2-additive,geckonum_00679
680,1 apple and 4 bonsais.,0,-1,"apple:1,bonsai:4",2-additive,geckonum_00680
681,2 bottles and 4 flies.,0,-1,"bottle:2,fly:4",2-additive,geckonum_00681
682,4 samosas and 2 corkscrews.,0,-1,"samosa:4,corkscrew:2",2-additive,geckonum_00682
683,3 cats and 3 ants.,0,-1,"cat:3,ant:3",2-additive,geckonum_00683
684,5 olives and five paperclips.,1,-1,"olive:5,paperclip:5",2-additive,geckonum_00684
685,One fish and five flies.,1,-1,"fish:1,fly:5",2-additive,geckonum_00685
686,1 book and 5 cribs.,0,-1,"book:1,crib:5",2-additive,geckonum_00686
687,Three flowers and 3 leaves.,1,-1,"flower:3,leaf:3",2-additive,geckonum_00687
688,Two flies and one olive.,1,-1,"fly:2,olive:1",2-additive,geckonum_00688
689,Two paperclips and 5 manatees.,1,-1,"paperclip:2,manatee:5",2-additive,geckonum_00689
690,4 coconuts and five cats.,1,-1,"coconut:4,cat:5",2-additive,geckonum_00690
691,5 manatees and one pizza.,1,-1,"manatee:5,pizza:1",2-additive,geckonum_00691
692,1 pizza and five tables.,1,-1,"pizza:1,table:5",2-additive,geckonum_00692
693,Five lychees and one spoon.,1,-1,"lychee:5,spoon:1",2-additive,geckonum_00693
694,One cookie and four flies.,1,-1,"cookie:1,fly:4",2-additive,geckonum_00694
695,Four cribs and one durian.,1,-1,"crib:4,durian:1",2-additive,geckonum_00695
696,Four durians and 3 pistachios.,1,-1,"durian:4,pistachio:3",2-additive,geckonum_00696
697,4 cookies and five spoons.,1,-1,"cookie:4,spoon:5",2-additive,geckonum_00697
698,Three paperclips and five eggs.,1,-1,"paperclip:3,egg:5",2-additive,geckonum_00698
699,2 durians and four parsnips.,1,-1,"durian:2,parsnip:4",2-additive,geckonum_00699
700,"3 corkscrews, one crib and 1 okra.",1,-1,"corkscrew:3, crib:1, okra:1",3-additive,geckonum_00700
701,"2 spoons, one dog and three cookies.",1,-1,"spoon:2, dog:1, cookie:3",3-additive,geckonum_00701
702,"5 apples, three fish and 3 manatees.",1,-1,"apple:5, fish:3, manatee:3",3-additive,geckonum_00702
703,"5 parsnips, three kangaroos and five leaves.",1,-1,"parsnip:5, kangaroo:3, leaf:5",3-additive,geckonum_00703
704,"Two pistachios, 5 burgers and 1 fly.",1,-1,"pistachio:2, burger:5, fly:1",3-additive,geckonum_00704
705,"4 eggs, three paperclips and 4 koalas.",1,-1,"egg:4, paperclip:3, koala:4",3-additive,geckonum_00705
706,"2 kangaroos, two corkscrews and 5 cookies.",1,-1,"kangaroo:2, corkscrew:2, cookie:5",3-additive,geckonum_00706
707,"Four fish, 2 apples and three pizzas.",1,-1,"fish:4, apple:2, pizza:3",3-additive,geckonum_00707
708,"5 kangaroos, three coconuts and four flowers.",1,-1,"kangaroo:5, coconut:3, flower:4",3-additive,geckonum_00708
709,"1 mushroom, 2 ants and 5 axolotls.",0,-1,"mushroom:1, ant:2, axolotl:5",3-additive,geckonum_00709
710,"5 fish, 3 axolotls and three dogs.",1,-1,"fish:5, axolotl:3, dog:3",3-additive,geckonum_00710
711,"1 parsnip, 5 tables and 4 eggs.",0,-1,"parsnip:1, table:5, egg:4",3-additive,geckonum_00711
712,"Four burgers, 5 coconuts and 4 kangaroos.",1,-1,"burger:4, coconut:5, kangaroo:4",3-additive,geckonum_00712
713,"2 olives, two bonsais and 4 durians.",1,-1,"olive:2, bonsai:2, durian:4",3-additive,geckonum_00713
714,"Four leaves, one kangaroo and three cinnamon sticks.",1,-1,"leaf:4, kangaroo:1, cinnamon stick:3",3-additive,geckonum_00714
715,"One olive, four pistachios and 5 koalas.",1,-1,"olive:1, pistachio:4, koala:5",3-additive,geckonum_00715
716,"1 dog, five ants and 4 flowers.",1,-1,"dog:1, ant:5, flower:4",3-additive,geckonum_00716
717,"5 lychees, 2 coconuts and one ant.",1,-1,"lychee:5, coconut:2, ant:1",3-additive,geckonum_00717
718,"Two koalas, four durians and four flutes.",1,-1,"koala:2, durian:4, flute:4",3-additive,geckonum_00718
719,"One crib, two pizzas and two bottles.",1,-1,"crib:1, pizza:2, bottle:2",3-additive,geckonum_00719
720,"Five koalas, four tables and 1 pizza.",1,-1,"koala:5, table:4, pizza:1",3-additive,geckonum_00720
721,"4 spoons, 4 pistachios and five parsnips.",1,-1,"spoon:4, pistachio:4, parsnip:5",3-additive,geckonum_00721
722,"3 paperclips, 4 trees and 3 lychees.",0,-1,"paperclip:3, tree:4, lychee:3",3-additive,geckonum_00722
723,"One pencil, 5 pistachios and 2 corkscrews.",1,-1,"pencil:1, pistachio:5, corkscrew:2",3-additive,geckonum_00723
724,"3 ants, 4 chocolates and four books.",1,-1,"ant:3, chocolate:4, book:4",3-additive,geckonum_00724
725,"4 fish, 5 flies and 4 chocolates.",0,-1,"fish:4, fly:5, chocolate:4",3-additive,geckonum_00725
726,"3 fish, one parsnip and 4 olives.",1,-1,"fish:3, parsnip:1, olive:4",3-additive,geckonum_00726
727,"Three eggs, three okras and four manatees.",1,-1,"egg:3, okra:3, manatee:4",3-additive,geckonum_00727
728,"2 samosas, two flutes and four spoons.",1,-1,"samosa:2, flute:2, spoon:4",3-additive,geckonum_00728
729,"Four koalas, four pizzas and 5 flowers.",1,-1,"koala:4, pizza:4, flower:5",3-additive,geckonum_00729
730,"Four fish, 2 lychees and four flutes.",1,-1,"fish:4, lychee:2, flute:4",3-additive,geckonum_00730
731,"Five books, 4 pizzas and 5 lychees.",1,-1,"book:5, pizza:4, lychee:5",3-additive,geckonum_00731
732,"5 parsnips, 4 axolotls and three leaves.",1,-1,"parsnip:5, axolotl:4, leaf:3",3-additive,geckonum_00732
733,"Three axolotls, 2 cribs and two durians.",1,-1,"axolotl:3, crib:2, durian:2",3-additive,geckonum_00733
734,"1 dog, three lychees and two pizzas.",1,-1,"dog:1, lychee:3, pizza:2",3-additive,geckonum_00734
735,"1 parsnip, 1 pencil and five cookies.",1,-1,"parsnip:1, pencil:1, cookie:5",3-additive,geckonum_00735
736,"4 olives, four ants and 3 cookies.",1,-1,"olive:4, ant:4, cookie:3",3-additive,geckonum_00736
737,"1 book, 2 eggs and three koalas.",1,-1,"book:1, egg:2, koala:3",3-additive,geckonum_00737
738,"Five trowels, three ants and four durians.",1,-1,"trowel:5, ant:3, durian:4",3-additive,geckonum_00738
739,"One coconut, 3 lychees and 3 bonsais.",1,-1,"coconut:1, lychee:3, bonsai:3",3-additive,geckonum_00739
740,"Five samosas, 4 leaves and 4 okras.",1,-1,"samosa:5, leaf:4, okra:4",3-additive,geckonum_00740
741,"3 lychees, four seahorses and four corkscrews.",1,-1,"lychee:3, seahorse:4, corkscrew:4",3-additive,geckonum_00741
742,"3 bonsais, 4 spoons and one flower.",1,-1,"bonsai:3, spoon:4, flower:1",3-additive,geckonum_00742
743,"2 parsnips, 3 coconuts and one seahorse.",1,-1,"parsnip:2, coconut:3, seahorse:1",3-additive,geckonum_00743
744,"Four tables, 2 leaves and two cookies.",1,-1,"table:4, leaf:2, cookie:2",3-additive,geckonum_00744
745,"Five tables, three paperclips and 1 kangaroo.",1,-1,"table:5, paperclip:3, kangaroo:1",3-additive,geckonum_00745
746,"One flower, two parsnips and three burgers.",1,-1,"flower:1, parsnip:2, burger:3",3-additive,geckonum_00746
747,"Five trowels, 1 fish and 4 axolotls.",1,-1,"trowel:5, fish:1, axolotl:4",3-additive,geckonum_00747
748,"Three kangaroos, 1 apple and four ants.",1,-1,"kangaroo:3, apple:1, ant:4",3-additive,geckonum_00748
